Platform,Topic,Searched Text,Title,Location,URL,Hashtags,Content Type,Publisher,Publication Date,Summary,Perceived Bias,Views,Likes,Duration,Subscribers
Youtube,Universal Healthcare,Recommended,What experts say about who has the world's best health-care system | Opinion,United States,https://www.youtube.com/watch?v=wfsJXo1h1G0, #Healthcare #Health #WashingtonPost,Video,"Washington Post",6/17/21,"#Healthcare #Health #WashingtonPost The U. S. health-care system is broken, but do other countries have it better? Seven leading health economists and public policy experts reflect on one of the hardest questions facing them — and us — today. Read more: https://wapo. st/3vB8ssc. Subscribe to The Washington Post on YouTube: https://wapo. st/2QOdcqK Follow us: Twitter:   / washingtonpost   Instagram:   / washingtonpost   Facebook:   / washingtonpost   #WashingtonPost #Health #Healthcare",Neutral,1380017,18000,540,2730000
Youtube,Universal Healthcare,Recommended,Swedish Healthcare vs. US Healthcare!!,United States,https://www.youtube.com/watch?v=Ggf-DL_eZaA,#sweden #swedishculture #healthcare,Video,Evan Thomas,1/7/21,"GOTHENBURG #sweden #swedishculture #healthcare Learn the differences between the Swedish Healthcare system and the US Healthcare system. A lot of my American friends ask me what the Swedish healthcare system is like, and it was one of the things I was most curious about before moving to Sweden. In this video, we break down the what health care is like in Sweden, and how it compares to the healthcare in America. @evanthomas. me   / evanthomas. me   @jjuliarosen   / jjuliarosen   American view on healthcare 0:46 Socialized Medicine 1:39 How Swedish Healthcare works 2:40 Health Costs in Sweden 3:19 Dental Costs in Sweden 4:25 USA Health system 6:48 Comparing Sweden vs USA healthcare 9:05 Gear I use to film these videos: Main Camera - Sony A6500: https://amzn. to/2m72Ath Main Lens - Sony 18-105 f/4: https://amzn. to/2on4HKd Secondary Lens - Sony 10-18 f/4: https://amzn. to/2m4qQvX Must-have microphone! RØDE Video Mic Pro: https://amzn. to/2om79AD DJI Mavic 2 Pro Drone: https://amzn. to/2m8sdtG VLOG Camera - DJI Osmo Pocket: https://amzn. to/2mOsimz Please do not forget to like this video and SUBSCRIBE  ➡️http://bit. ly/2uRsWh7⬅️ for more travel tip videos. I respond to ALL comments, so if you have any questions, just ask below and I will get back to you within 24 hours!",In-favor,94502,3000,855,54700
Youtube,Universal Healthcare,Recommended,Top 10 Countries for the Best Healthcare in the World,United States,https://www.youtube.com/watch?v=S-HdDVi9vwE,#NomadLane #v4BentoBag #medicaltourism,Video,Traveling with Kristin,10/13/24,"#NomadLane #v4BentoBag #medicaltourism ✈️ Ready to upgrade your travel gear? The unisex Nomad Lane Bento Bag fits under airplane seats, opens like a suitcase, and keeps everything organized. Use this link to get 10% off your Bento Bag today ➡️ https://bit. ly/bentobagv4 👜✨ When you think about which countries have world-class healthcare, Americans tend to assume that the United States is leading the pack. However, according to a recent analysis by Statista, the U. S. actually ranks 69th worldwide in terms of the quality of our healthcare system. This is a big problem for anyone, but what if you’re approaching the age where you expect your healthcare needs to increase? If quality and cost are important to you, it might be time to pull up stake and head for greener pastures where you don’t have to spend as much “green” on your health. As a relocation consultant who’s helped people move to 37 countries, in this video, I'm sharing with you the top 10 best countries for healthcare. Along the way, I’ll provide some important information about each places and what visas you might consider when moving there. Welcome to my channel! Stay in touch with my weekly travel newsletter: https://bit. ly/twktravel Check Out My Favorite Travel Gear: ✈️ World Nomads offers simple and flexible travel insurance. Buy at home or while traveling and make claims online: https://bit. ly/worldnomads_travelins International Money Transfer Account: https://bit. ly/travel_wise Amazon Travel Store: https://bit. ly/Amazon_TravelingWithKr. . . Digital Nomads For Dummies Book: https://amzn. to/3JLLx5c Living Abroad: 🌍 Get support for an overseas move by applying at https://www. travelingwithkristin. com/. . . Watch next: 👀 Top 10 BEST Places To Live in Spain (Expats, Retirees, Digital Nomads)   • Top 10 BEST Places To Live in Spain (. . . Best Places To Live in Italy   • Top 8 English Speaking Countries for . . . Best Coubtries for Expats   • Top 10 BEST Countries for Expats in 2. . . Worst Countries for Expats   • 10 WORST Countries for Expats (accord. . . Cheap Places to Retire Abroad   • 10 Cheap Places To Retire Abroad (on . . . 🎙 Subscribe to my top-rated travel podcast: https://bit. ly/twkpodcast",In-favor,23367,1000,1618,257000
Youtube,Universal Healthcare,Recommended,Why Healthcare Costs Are So High in America,United States,https://www.youtube.com/watch?v=oEMX_quSMZY,#1961,Video,PowerfulJRE,3/28/23,#1961 Taken from JRE #1961 w/Peter Attia: https://open.spotify.com/episode/6x9k...,Neutral,1669138,26000,613,19400000
Youtube,Universal Healthcare,Recommended,Whistleblower Exposes Health Insurers' Most Evil Scheme,United States,https://www.youtube.com/watch?v=w99cEq4fAaU,,Video,More Perfect Union,10/23/23,A health insurance whistleblower is exposing their most appalling practice. It’s called prior authorization — and it’s part of a money-making scheme based on denying and delaying patients care. But doctors are fighting to reform it. ----- More Perfect Union is a new nonprofit media org with a mission to empower working people. Learn more here: http://perfectunion. us/ Follow us on Twitter:   / moreperfectus   Instagram:   / perfectunion   Facebook:   / moreperfunion,Neutral,"1,028,978",34000,761,1440000
Youtube,Universal Healthcare,Recommended,Neurosurgeon SPEAKS OUT on United Healthcare CEO Shooting & Healthcare Corruption!,United States,https://www.youtube.com/watch?v=qAGpgp3jw80,,Video,Deuk Spine Institute,1/3/35,"DEUK SPINE INSTITUTE If you, a friend, or a loved one is experiencing neck or back pain call 1-800-FIX-MY-BACK(349-6922) Subscribe for more patient testimonials! For FREE MRI review visit http://mri. deukspine. com FOLLOW US! Website: http://deukspine. com/ Facebook:   / laserspinesu.  . Instagram: https://www. instagram. com/deukspine/? . . . Twitter:   / deukspine   LinkedIn:   / deuk-spine-institute",Neutral,69406,4600,377,13700
Youtube,Universal Healthcare,Recommended,"After UnitedHealthcare CEO Killing, Doctors Speak Out | WSJ",United States,https://www.youtube.com/watch?v=0zV9qk5rIaM,"#UnitedHealth #Healthcare #WSJ",Video,The Wall Street Journal,12/13/24,"The Wall Street Journal tagged products below. Learn more WSJ Special Offer $2. 00 wsjshop. com/products/subscription-offer? variant=44050464014534&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&srsltid=AfmBOoqGhDBHaX3GTAjRMQWrjq5T86pkaRc9c3mULyHWwBhulXjyctm00ME After the shooting of UnitedHealthcare CEO Brian Thompson in New York City, physicians offer a sober look at frustrations with the healthcare system in the U. S. WSJ’s Anna Wilde Mathews walks through the findings of a Journal investigation exposing how private insurance companies collected billions in payments through Medicare Advantage programs. Chapters: 0:00 Anger towards health insurance companies  0:43 Denials of care and pre-authorizations 1:49 How doctors and patients are affected 2:48 Medicare Advantage, explained 4:15 Insurance-driven diagnoses  5:11 How insurance companies see themselves #UnitedHealth #Healthcare #WSJ",Neutral,876628,15000,354,6020000
Youtube,Universal Healthcare,Recommended,Oscar Health CEO on fixing health insurance industry: I would eliminate employer-sponsored insurance,United States,https://www.youtube.com/watch?v=x2vc7UVSMpg,,Video,"CNBC Television",12/12/24,"Mark Bertolini, Oscar Health CEO and former Aetna chairman and CEO, joins 'Squawk Box' to discuss the state of the health insurance industry in the wake of the killing of UnitedHealthcare CEO Brian Thompson, public anger over insurance claim denials, what can be done to fix the health care system, and more.",Neutral,27409,367,413,2990000
Youtube,Universal Healthcare,Universal Healthcare,Yaron Answers: What's Wrong With Free Health Care?,United States,Yaron Answers: What's Wrong With Free Health Care? - YouTube,,Video,Ayn Rand Institute,6/25/12,"Yaron Brook answers a question from Chris: Why is it a bad thing for people to have free health care?"" www.laissezfaireblog.com medicare social security single payer welfare economy",Against,103884,2500,323,158000
Youtube,Universal Healthcare,Recommended,Ana vs Ben Shapiro: Would Single Payer Healthcare Work In America?,United States,https://www.youtube.com/watch?v=_dwoTC-zCDw,#TheYoungTurks #TheBenShapiroShow #BenShapiro,Video,The Young Turks,2/5/23,"#TheYoungTurks #TheBenShapiroShow #BenShapiro Ana Kasparian sits down with Ben Shapiro to debate the idea of single payer healthcare in America. Watch TYT LIVE on weekdays 6-8 pm ET. http://youtube. com/theyoungturks/live ***  The largest online progressive news show in the world. Hosted by Cenk Uygur and Ana Kasparian. LIVE weekdays 6-8 pm ET. Help support our mission and get perks. Membership protects TYT's independence from corporate ownership and allows us to provide free live shows that speak truth to power for people around the world. See Perks: ▶ https://www. youtube. com/TheYoungTurks. . . SUBSCRIBE on YOUTUBE: ☞ http://www. youtube. com/subscription_c. . . FACEBOOK: ☞   / theyoungturks   TWITTER: ☞   / theyoungturks   INSTAGRAM: ☞   / theyoungturks   TWITCH: ☞ http://www. twitch. com/tyt 👕 Merch: http://shoptyt. com ❤ Donate: http://www. tyt. com/go 🔗 Website: https://www. tyt. com 📱App: http://www. tyt. com/app 📬 Newsletters: https://www. tyt. com/newsletters/ If you want to watch more videos from TYT, consider subscribing to other channels in our network: The Watchlist    / watchlisttyt   Indisputable with Dr. Rashad Richey    / indisputabletyt   Unbossed with Nina Turner    / unbossedtyt   The Damage Report ▶    / thedamagereport   TYT Sports ▶    / tytsports   The Conversation ▶    / tytconversation   Rebel HQ ▶    / rebelhq   TYT Investigates ▶    / @tytinvestigatesreports   #TYT #TheYoungTurks #BenShapiro #TheBenShapiroShow 230203__SE01IsAmericaReadyForSinglePayerHealthcare",Neutral,449967,13000,513,6060000
Youtube,Universal Healthcare,Recommended,Would Universal Healthcare Really Work in the U.S.?,United States,https://www.youtube.com/watch?v=cYCRwcz2aV8&t=30s,#UniversalHealthcare #USHealthReform #HealthcareChallenges #socialism #publichealth #publichealthcare #america #usa #singlepayer,Video,"Type Ashton",10/8/23,"#socialism #publichealth #usa The United States has been trying (and failing) to implement Universal Healthcare for over 100 years. But Why? In this video I discuss the fair and legitimate counter arguments against a single-payer system, the shortcomings of ObamaCare and why Medicare for All might be our best path forward. Delve into the intricate world of healthcare reform as we explore the challenges of implementing universal healthcare in the United States. From understanding the economic implications to navigating political barriers, this video sheds light on why achieving universal coverage isn't a straightforward task. 🩺🏥 🔍 Topics Covered: Historical context of U. S. healthcare reform efforts. Economic considerations and funding challenges. Political opposition and public opinion dynamics. Comparisons with healthcare systems around the world. Potential pathways forward for the U. S. ✅ Key Takeaways: Understand the multifaceted challenges the U. S. faces in its pursuit of universal healthcare. Learn about the economic, social, and political dimensions of this pressing issue. Gain insights into potential solutions and models from other countries. 🔔 Subscribe for more in-depth analyses on critical global topics and join the conversation in the comments below! 🔗 Chapters: 00:00 - Introduction 02:09 What is Universal Healthcare & Why is American Healthcare so Expensive 06:48 Would Doctors Leave the Profession? 10:19 The Thing Congress Won't Approve 12:48 This Nonsense from Ben Shapiro 16:07 Why ObamaCare Failed 21:36 Medicare for All is Expensive 23:54 What now? #UniversalHealthcare #USHealthReform #HealthcareChallenges #socialism #publichealth #publichealthcare #america #usa #singlepayer",In-favor,124525,5300,1597,138000
Youtube,Universal Healthcare,Recommended,Why Healthcare Costs Are So High in America,United States,https://www.youtube.com/watch?v=oEMX_quSMZY,#1961,Video,PowerfulJRE,3/28/23,#1961 Taken from JRE #1961 w/Peter Attia: https://open.spotify.com/episode/6x9k...,Neutral,1669142,26000,613,19400000
Youtube,Universal Healthcare,Recommended,Whistleblower Exposes Health Insurers' Most Evil Scheme,United States,https://www.youtube.com/watch?v=w99cEq4fAaU,,Video,More Perfect Union,10/23/23,A health insurance whistleblower is exposing their most appalling practice. It’s called prior authorization — and it’s part of a money-making scheme based on denying and delaying patients care. But doctors are fighting to reform it. ----- More Perfect Union is a new nonprofit media org with a mission to empower working people. Learn more here: http://perfectunion. us/ Follow us on Twitter:   / moreperfectus   Instagram:   / perfectunion   Facebook:   / moreperfunion,Neutral,"1,028,978",34000,761,1440000
Youtube,Universal Healthcare,Recommended,What United Healthcare Doesn’t Want You To Know,United States,https://www.youtube.com/watch?v=frr4wuvAB6U,,Video,More Perfect Union,2/8/23,"Why are so many doctors being forced to take out payday loans to make ends meet? Trying to answer this question led us to a giant monopoly that's been slowly plundering every part of our health care system. ----- ----- More Perfect Union’s mission is to build power for working people. Here’s what that means: We report on the real struggles and challenges of the working class from a working-class perspective, and we attempt to connect those problems to potential solutions. We report on the abuses and wrongdoing of corporate power, and we seek to hold accountable the ultra-rich who have too much power over America’s political and economic systems. We're an independent, nonprofit newsroom. To support our work: Help fund our reporting: https://secure. actblue. com/donate/mpu. . . Substack: https://substack. perfectunion. us/ TikTok:   / moreperfectunion   Twitter:   / moreperfectus   Bluesky: https://bsky. app/profile/moreperfectu. . . Facebook:   / moreperfectus   Instagram:   / perfectunion   Threads: https://www. threads. net/@perfectunion Website: https://www. perfectunion. us",Neutral,1025010,48000,809,1440000
Youtube,Universal Healthcare,Recommended,The Real Killer is the American Health Care System,United States,https://www.youtube.com/watch?v=Jzolhk8aVP8,,Video,Adam Conover,12/13/24,"Visit https://groundnews.com/factually to stay fully informed, see through biased media and get all sides of every story. Subscribe for 50% off unlimited access through my link. Typically folks tend to be, uh, anti-murder... so what the hell is going on?",In-favor,576964,45000,959,794000
Youtube,Universal Healthcare,Recommended,Just the Facts About US Healthcare and the Health of Americans,United States,https://www.youtube.com/watch?v=nof3T1FCWFA,#health #healthcare #america #government #data,Video,USAFacts,10/15/24, #health #healthcare #america Learn the facts about our US healthcare system and the health of every day Americans and find out the impact to our costs and our lifespans. #health #healthcare #america #government #data,Neutral,5194818,0,879,143000
Youtube,Universal Healthcare,Recommended,The downfall of the US healthcare system,United States,https://www.youtube.com/watch?v=dhra__Hl4lo,,Video,Alice Cappelle,12/1/24,Go to https://www. squarespace. com/alicecapp. . . to save 10% off your first purchase of a website or domain and use the code ALICECAPPELLE ! ✨You can support the channel on Patreon and you'll get to join our discord chat and livestreams + you will have access to bonus videos / alicecappelle   SOURCES/RESSOURCES 📚 Sources can be found throughout the video! SOCIALS 👩‍💻 Storygraph: @alicecappelle Instagram: @alicecappelle_ Twitter: @cappelle_alice Enquiries: alice. cappelleyt@gmail. com Video edited by Rádi Gábor,Neutral,56073,3400,1118,417000
Youtube,Universal Healthcare,Recommended,"Here’s My 2 Cents: ""Making America Healthy Again""",United States,https://www.youtube.com/watch?v=UtSvAyRs5OA,#keto #ketodiet #weightloss #ketolifestyle ,Video,Dr. Eric Berg DC,11/23/24,"#ketolifestyle #ketodiet #keto LINK TO VOTE: ➡️ https://discourse. nomineesforthepeopl. . . DATA: https://aparadiseforparents. com/ Robert F. Kennedy is receiving a lot of pushback for his ideas on health and reform. As secretary of the Department of Health and Human Services, his ideas would radically change the US healthcare system. In this video, I’m going to share some of the changes I would make to address the current healthcare crisis and improve America’s health. 0:00 Introduction: RFK healthcare policy 1:22 Institutional foods  2:35 Subsidized foods  3:54 Vote for me! 4:25 GRAS 5:00 Food fortification 5:35 Tax money and drugs  6:55 End the rounding rule 7:47 Sun phobia  RFK has the following goals for healthcare reform in America: 1. Clean up the corruption 2. Get back to science-based evidence  3. End chronic disease He will be actively working against big food companies, big chemical companies, and big pharma, so naturally, he’s getting a lot of pushback. The U. S. spends over 4. 1 trillion dollars each year on healthcare, yet we’re at the bottom as far as health. Why? Here's what I think can improve America’s health! 1. Change the institutional foods Prepackaged foods are given to people in nursing homes, prisons, schools, hospitals, and other public institutions. These institutional foods are very low-quality, highly processed foods. The health of the people in these institutions would quickly improve by simply removing the refined sugars, starches, and oils from their diets. 2. Address the subsidized foods  Subsidized foods are paid for by taxpayers. Corn, soy, wheat, sugar, and rice are the most highly subsidized foods. Changing the types of foods that are subsidized and investing in small farmers can significantly improve this problem. 3. Changing GRAS  “Generally recognized as safe” is a term used by the FDA for products that have been safety tested by their own manufacturers. To avoid conflict of interest, these tests should be conducted by third-party independent companies. 4. Change food fortification Synthetic folic acid and iron fortification of food can cause serious problems for many people. 5. Disallow tax dollars from being used for drugs  Every year, 40 billion dollars of taxpayer money is used to pay for medical research to develop new drugs. 6. The rounding rule If a product contains less than . 5 grams of an ingredient, it can be rounded down to 0. This is misleading and should be eliminated. People need to be more aware of what's really in their food. Companies also need to be forced to raise the quality of the ingredients in their products. 7. End sun phobia Sun phobia paired with low RDAs for vitamin D is contributing to massive vitamin D deficiency in the population, putting people at risk for disease. Dr. Eric Berg DC Bio: Dr. Berg, age 59, is a chiropractor who specializes in Healthy Ketosis & Intermittent Fasting. He is the author of the best-selling book The Healthy Keto Plan, and is the Director of Dr. Berg Nutritionals. He no longer practices, but focuses on health education through social media. Follow Me On Social Media: YouTube:    / @drberg   YouTube Shorts:    / @drbergshorts    Facebook:   / drericberg    Instagram:    / drericberg    Spotify Podcast: 🎧 https://drbrg. co/DrBerg-Spotify TikTok:   / drbergofficial    X: https://x. com/dr_ericberg Disclaimer:  Dr. Eric Berg received his Doctor of Chiropractic degree from Palmer College of Chiropractic in 1988. His use of “doctor” or “Dr. ” in relation to himself solely refers to that degree. Dr. Berg is a licensed chiropractor in Virginia, California, and Louisiana, but he no longer practices chiropractic in any state and does not see patients, so he can focus on educating people as a full-time activity, yet he maintains an active license. This video is for general informational purposes only. It should not be used to self-diagnose, and it is not a substitute for a medical exam, cure, treatment, diagnosis, prescription, or recommendation. It does not create a doctor-patient relationship between Dr. Berg and you. You should not make any change in your health regimen or diet before first consulting a physician and obtaining a medical exam, diagnosis, and recommendation. Always seek the advice of a physician or other qualified health provider with any questions you may have regarding a medical condition. #keto #ketodiet #weightloss #ketolifestyle  Thanks for watching! I hope this increases your awareness of RFK’s ideas for healthcare reform and the many changes that can improve America’s health. I’ll see you in the next video.",Neutral,1613688,126000,522,13100000
Youtube,Abortion Laws,Abortion Laws,Abortion Laws: Last Week Tonight with John Oliver (HBO),United States,Abortion Laws: Last Week Tonight with John Oliver (HBO) - YouTube,,Video,LastWeekTonight,2/22/16,"Abortion is theoretically legal, but some states make it practically inaccessible. Connect with Last Week Tonight online...Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens:    / lastweektonight  Find Last Week Tonight on Facebook like your mom would:",In-favor,11243320,158000,960,9710000
Youtube,Abortion Laws,Recommended,Crisis Pregnancy Centers: Last Week Tonight with John Oliver (HBO),United States,https://www.youtube.com/watch?v=4NNpkv3Us1I,,Video,LastWeekTonight,4/9/18,"Crisis pregnancy centers deceptively steer women away from abortion. They can be started way too easily by religious groups like, for instance, a late night talk show’s megachurch. Connect with Last Week Tonight online. . . Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens:    / lastweektonight   Find Last Week Tonight on Facebook like your mom would:   / lastweektonight   Follow us on Twitter for news about jokes and jokes about news:   / lastweektonight   Visit our official site for all that other stuff at once: http://www. hbo. com/lastweektonight",In-favor,6189810,119000,1268,9710000
Youtube,Abortion Laws,Recommended,The True Cost Of Crisis Pregnancy Centers | True Cost | Business Insider,United States,https://www.youtube.com/watch?v=PYnGZNPPa8g,#Businessinsider #Crisispregnancycenters #Truecost,Video,Business Insider,10/24/22,"#Businessinsider #Crisispregnancycenters #Truecost Crisis pregnancy centers (CPCs) are religious organizations that don't provide abortions, yet they often show up in search results for the abortion pill. Anti-abortion activists say these centers will help women facing unplanned pregnancies in places where abortion is now illegal. But some women who have visited a CPC thinking it was an abortion clinic say they feel misled by the center's online advertising. We spoke to abortion providers and experts, met with someone who went to a CPC, and visited one ourselves, to figure out the impact of crisis pregnancy centers at a time when access to abortion is being rolled back across the country. MORE TRUE COST VIDEOS: The True Cost Of The Qatar 2022 World Cup | True Cost | Business Insider   • The True Cost Of The Qatar 2022 World. . . The True Cost Of The Green Crab Invasion, And How Whiskey Can Help | True Cost | Business Insider   • The True Cost Of The Green Crab Invas. . . The True Cost Of Killer Drones | True Cost | Business Insider   • The True Cost Of Killer Drones | True. . . ------------------------------------------------------ #Crisispregnancycenters #Truecost  #Businessinsider Business Insider tells you all you need to know about business, finance, tech, retail, and more. Visit us at: https://www. businessinsider. com Subscribe:    / businessinsider   BI on Facebook: https://read. bi/2xOcEcj BI on Instagram: https://read. bi/2Q2D29T BI on Twitter: https://read. bi/2xCnzGF BI on Snapchat:   / 5319643143   Boot Camp on Snapchat:   / 3383377771   The True Cost Of Crisis Pregnancy Centers | True Cost | Business Insider",In-favor,183635,3300,1239,9900000
Youtube,Abortion Laws,Recommended,Evangelical Christians Are Ambushing Abortion Clinics,United States,https://www.youtube.com/watch?v=zrNrjNHao4c,#Abortion #RoeVWade #UnitedStates,Video,AJ+,7/3/22,"146,674 views  Jul 3, 2022  #Abortion #RoeVWade #UnitedStates This is one of the last places in the South where you can legally get an abortion. But that doesn’t mean it’s easy. Anti-abortion protesters are buying up property around clinics, making it easier to harass and intimidate patients. And because of weak protection laws, clinic volunteers and staff are pretty much out there fending for themselves. This is the story of one clinic in Charlotte, NC, and the volunteers who stand outside to help patients get in the building safely and combat incessant harassment. #Abortion #RoeVWade #UnitedStates Subscribe for more videos: https://ajplus. co/subscribe Sign up for subtext, our newsletter about the people and movements driving change in our society: https://ajplus. co/ekdv4 Follow us on Instagram:   / ajplus   Like us on Facebook:   / ajplusenglish   Follow us on Twitter:   / ajplus",In-favor,146674,4400,893,2290000
Youtube,Abortion Laws,Recommended,Abortion Supporters Argue With Pastor,United States,https://www.youtube.com/watch?v=RCJ9daoMSgg,,Video,Apologia Studios,1/20/17,"This is actual footage from outside of an abortion clinic on the public sidewalk. Three women who support Planned Parenthood by cheering, holding signs, blasting music (to stop women from hearing the Christians), and escorting women inside the clinic (to have an abortion) began a conversation with Jeff Durbin from Apologia Church. The purpose of these videos is to expose the erroneous argumentation of Pro-choice advocates and to encourage Christians to stand for the lives of children at an abortion-mill near you. It's important to keep the context of this situation in mind: babies were being killed in the ""clinic"" while this video was being filmed. The women who come to support Planned Parenthood offer the women (scheduled for an abortion) comfort and assistance as they go in for their appointment. For more detailed discussions, go to https://apologiaradio. com. Also, keep checking https://endabortionnow. com for updates and to get involved.",Against,869484,26000,1313,569000
Youtube,Abortion Laws,Recommended,Planned Parenthood Activist: Refuted,United States,https://www.youtube.com/watch?v=N1h5zlVshdM,,Video,Apologia Studios,1/17/17,"This is actual footage from the public sidewalk outside of a Planned Parenthood in Tempe, Arizona. An activist and supporter of PP approached a group of Christians who minister to the mothers and fathers who go in to have an abortion. Through their work, babies have been saved, mothers and fathers have been helped, and the Gospel has been proclaimed thousands of times. In this video, the PP activist initiates a conversation on the public sidewalk and condemns their work. This activist is a part of a group that supports the work of PP in Tempe and encourages and assists the mothers who go inside to kill their child. For more detailed information about ending abortion in our nation, go to https://apologiaradio.com. You can also check-in to https://endabortionnow.com for updates and to learn how to rescue children at a local abortion-mill near you. Apologia Church believes in bringing the Gospel to abortion-mills, offering help to the mothers and fathers, and working in a peaceful way with local legislatures to criminalize abortion. We condemn violence in any way and believe that the Christian church is called to love those who love abortion; proclaiming the Gospel of God's grace and peace in Jesus Christ.",Against,826960,24000,624,569000
Youtube,Abortion Laws,Recommended,Abusive Cop: Pastor Shuts Down Officer,Unites States,https://www.youtube.com/watch?v=mT_RRqgf7m4,,Video,Apologia Studios,12/13/17,"Police officers with the city of Tempe have been engaging in lawless and unconstitutional behavior in an attempt to prohibit free speech. Recently, they gave a criminal citation to a man who was exercising his 1st amendment right and they stole his property.  Apologia Church and Jeff Durbin had contact with the police officers this morning. Jeff Durbin instructed the police that they had no right to stop his free speech and they were in violation of the Federal, State, and City law in attempting to shut down the protest. Please help us to raise awareness about this situation. Help us to expose police abuse and injustice. Go to http://apologiastudios.com for more.",Against,2317051,64000,777,569000
Youtube,Abortion Laws,Recommended,Powerful! Pastor Confronts Colorado Lawmakers With Truth,United States,https://www.youtube.com/watch?v=qyYNDd66A7s,#ApologiaStudios,Video,Apologia Studios,3/3/22,"Watch this truly powerful video of Pastor Jeff Durbin testifying before the Colorado legislature on behalf of the Bill for Equal Protection. Pastor Jeff calls them to repentance and points them to the Lord Jesus Christ. He even has the opportunity to refute some of the common arguments in the questions they bring to him after testifying. Show everyone! This is an important moment in history for the church. The Gospel is going to the highest level. Be sure to like, share, and comment on this video. You can get more at http://apologiastudios. com :  You can partner with us by signing up for All Access. When you do you make everything we do possible and you also get our TV show, After Show, and Apologia Academy, etc. You can also sign up for a free acount to recieve access to Bahnsen U.  We are re-mastering all the audio and video from the Greg L. Bahnsen PH. D catalogue of resources.  This is a seminary education at the highest level for free. #ApologiaStudios Follow us on social media here: Facebook:   / apologiastudios   Instagram: https://www. instagram. com/apologiastu. . .",Against,359852,18000,882,569000
Youtube,Abortion Laws,Recommended,Pastor Debates College Students On Campus,United States,https://www.youtube.com/watch?v=uSKT37cgBpA,#ApologiaStudios,Video,Apologia Studios,5/18/22,"#ApologiaStudios Watch this new video of Pastor Jeff Durbin debating with some college students on campus at LSU. The students argued on a number of important issues and we believe that this video will expose a lot as well as encourage and equip you. Pastor Brian Gunter, Pastor Luke Pierson, Pastor Trey Fisher, and Zach Lautenshlager were also engaging with the students. Be sure to like, share, and comment on this video. You can get more at http://apologiastudios. com :  You can partner with us by signing up for All Access. When you do you make everything we do possible and you also get our TV show, After Show, and Apologia Academy, etc. You can also sign up for a free acount to recieve access to Bahnsen U.  We are re-mastering all the audio and video from the Greg L. Bahnsen PH. D catalogue of resources.  This is a seminary education at the highest level for free. #ApologiaStudios Follow us on social media here: Facebook:   / apologiastudios   Instagram: https://www. instagram. com/apologiastu. . .",Against,578611,17000,1907,569000
Youtube,Abortion Laws,Recommended,Can 25 Liberal College Students Outsmart 1 Conservative? (feat. Charlie Kirk) | Surrounded,United States,https://www.youtube.com/watch?v=WV29R1M25n8,,Video,Jubilee,9/8/24,"Go to https://SAN. com/surrounded to get unbiased, straight facts. You can Download the app through our link or search Straight Arrow News in your app store. Hey you 👈 Wanna be in a Jubilee video? https://bit. ly/be-in-a-video LET’S BE FRIENDS Instagram:   / jubileemedia   TikTok: https://www. tiktok. com/@jubilee? lang=en Website: https://www. jubileemedia. com OUR LOVE + DATING CHANNEL 🍑 YouTube:    / @lovecommanectar   Instagram:   / lovecommanectar     Nectar app: https://lovecommanectar. co/497Ru93  ARE YOU A BRAND? WANNA WORK WITH US? Email partnerships@jubileemedia. com FEATURING  Charlie:    / @realcharliekirk   Alize:   / alizefuentes   Amanda:   / azueagu   Ava:   / avadotcom   Brad:   / bradbrady_   Camryn:   / hyssopae   Dedan:   / dedankaggio   Emily:   / emilytsuge   Greg:   / greg. anywhere   Lily:   / lilyolsonn   Maddie:   / m. addie. n. 8   Maddox:   / maddoxconrady   Maren:   / marencarrere   Mason:   / onehandpolitics   Naima:   / hair. soup   Noah:   / sleepyb0i10   Parker:   / parkergetajob   Sage:   / whoa. its. sage   Sam: https://x. com/1Frosty_Slime Juliana:   / juliana. furio   Dean:   / deanwithrs   CREDITS Director: Sunce Franicevic Casting Coordinator: Bridget McGuinness Casting Associate Producer: Karsyn Hughes Production Manager: Emma Pek Directory of Photography: Heaven Saulo Assistant Editor: Kirsten Hoang Editor: Indy Dang Post-Production: Kyle Bacalzo",Neutral,26769281,614000,5426,9740000
Youtube,Abortion Laws,Abortion Laws,Vance slams Walz's abortion laws in Minnesota: 'Absolutely barbaric',United States,https://www.youtube.com/watch?v=_rR4Q3L7i60,#jdvance #timwalz #abortion,Video,New York Post,10/1/24,"JD Vance slammed Tim Walz's abortion laws in Minnesota, which he said allowed doctors to let babies who are born alive during botched abortions die. ""As I read the Minnesota law that you signed,"" Vance told Walz, ""it says the doctor who presides over an abortion where the baby survives, the doctor is under no obligation to provide life-saving care to a baby who survives a botched late-term abortion. "" ""That is fundamentally barbaric,"" he declared. ""Do you want to force Catholic hospitals to perform abortions against their will? Because Kamala Harris has supported suing Catholic nuns to violate their freedom of conscience. "" Read more at https://nypost. com/2024/10/01/us-news. . . #jdvance #timwalz #debate #abortion #election #politics  The New York Post is your source for breaking news, news about New York, sports, business, entertainment, opinion, real estate, culture, fashion, and more. Subscribe to New York Post Sports:    / nypostsports   Catch the latest news here: https://nypost. com/ Follow The New York Post on: Twitter -   / nypost   Facebook -   / nypost   Transcript",Against,2410,43,30,1790000
